# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P10636-8	uniprotkb:Q7KZI7	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q15449|uniprotkb:Q15524|uniprotkb:Q5XGA3|uniprotkb:Q68A18|uniprotkb:Q96HB3|uniprotkb:Q96RG0|ensembl:ENSP00000385751.2|intact:EBI-516560|uniprotkb:Q7KZI7	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:mark2_human(display_short)|psi-mi:Serine/threonine-protein kinase MARK2(display_long)|uniprotkb:MARK2(gene name)|uniprotkb:PAR1 homolog b(gene name synonym)|uniprotkb:EMK1(gene name synonym)|uniprotkb:PAR1 homolog(gene name synonym)|uniprotkb:ELKL motif kinase 1(gene name synonym)|uniprotkb:MAP/microtubule affinity-regulating kinase 2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q5VT06	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:O75068|uniprotkb:Q8TDK3|uniprotkb:Q8WY20|ensembl:ENSP00000356579.3|intact:EBI-947346|uniprotkb:Q5VT06	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:ce350_human(display_short)|psi-mi:Centrosome-associated protein 350(display_long)|uniprotkb:CAP350(gene name synonym)|uniprotkb:GM133(orf name)|uniprotkb:KIAA0480(gene name synonym)|uniprotkb:Centrosome-associated protein of 350 kDa(gene name synonym)|uniprotkb:CEP350(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P62906	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:P52859|ensembl:ENSP00000363018.3|uniprotkb:P53025|uniprotkb:Q5TZT6|uniprotkb:Q8J013|uniprotkb:B2R801|intact:EBI-356860|uniprotkb:P62906	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl10a_human(display_short)|psi-mi:60S ribosomal protein L10a(display_long)|uniprotkb:RPL10A(gene name)|uniprotkb:Large ribosomal subunit protein uL1(gene name synonym)|uniprotkb:Neural precursor cell expressed developmentally down-regulated protein 6(gene name synonym)|uniprotkb:CSA-19(gene name synonym)|uniprotkb:NEDD6(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q14241	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q8IXH1|uniprotkb:B2R7Q8|ensembl:ENSP00000395574.3|ensembl:ENSP00000484196.2|intact:EBI-742350|uniprotkb:Q14241	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:eloa1_human(display_short)|psi-mi:Elongin-A(display_long)|uniprotkb:Elongin 110 kDa subunit(gene name synonym)|uniprotkb:RNA polymerase II transcription factor SIII subunit A1(gene name synonym)|uniprotkb:SIII p110(gene name synonym)|uniprotkb:TCEB3(gene name synonym)|uniprotkb:Transcription elongation factor B polypeptide 3(gene name synonym)|uniprotkb:MSTP059(orf name)|uniprotkb:ELOA(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P18124	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q3KQU0|uniprotkb:Q15289|ensembl:ENSP00000339795.2|uniprotkb:Q5I0X1|uniprotkb:Q6IBM9|uniprotkb:A8K504|intact:EBI-350806|uniprotkb:P18124	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl7_human(display_short)|psi-mi:60S ribosomal protein L7(display_long)|uniprotkb:RPL7(gene name)|uniprotkb:Large ribosomal subunit protein uL30(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q02543	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	ensembl:ENSP00000222247.4|intact:EBI-350523|uniprotkb:Q02543	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl18a_human(display_short)|psi-mi:60S ribosomal protein L18a(display_long)|uniprotkb:RPL18A(gene name)|uniprotkb:Large ribosomal subunit protein eL20(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P18077	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	ensembl:ENSP00000393393.1|ensembl:ENSP00000495672.1|uniprotkb:Q08ES9|uniprotkb:Q9BVN7|intact:EBI-353383|uniprotkb:P18077	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl35a_human(display_short)|psi-mi:60S ribosomal protein L35a(display_long)|uniprotkb:RPL35A(gene name)|uniprotkb:GIG33(orf name)|uniprotkb:Large ribosomal subunit protein eL33(gene name synonym)|uniprotkb:Cell growth-inhibiting gene 33 protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q07020	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	intact:EBI-8456577|intact:MINT-8429255|uniprotkb:F8VWC5|uniprotkb:Q8WTZ6|ensembl:ENSP00000447001.1|intact:EBI-352694|uniprotkb:Q07020	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl18_human(display_short)|psi-mi:60S ribosomal protein L18(display_long)|uniprotkb:RPL18(gene name)|uniprotkb:Large ribosomal subunit protein eL18(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P49207	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q6FG66|uniprotkb:Q9BUZ2|ensembl:ENSP00000378160.1|ensembl:ENSP00000378162.3|ensembl:ENSP00000378163.2|ensembl:ENSP00000423316.1|ensembl:ENSP00000423983.1|intact:EBI-1051893|uniprotkb:P49207	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl34_human(display_short)|psi-mi:60S ribosomal protein L34(display_long)|uniprotkb:RPL34(gene name)|uniprotkb:Large ribosomal subunit protein eL34(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P50914	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q45RF0|uniprotkb:Q53G20|uniprotkb:Q8TBD5|uniprotkb:Q8WUT0|uniprotkb:Q92579|uniprotkb:Q96GR0|uniprotkb:Q9BSB8|uniprotkb:Q9BW65|uniprotkb:Q9BYF6|ensembl:ENSP00000345156.6|ensembl:ENSP00000379506.2|intact:EBI-356746|uniprotkb:P50914	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl14_human(display_short)|psi-mi:60S ribosomal protein L14(display_long)|uniprotkb:RPL14(gene name)|uniprotkb:Large ribosomal subunit protein eL14(gene name synonym)|uniprotkb:CAG-ISL 7(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:Q9Y5X2	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q96I67|uniprotkb:A4D207|ensembl:ENSP00000222990.3|intact:EBI-1752557|uniprotkb:Q9Y5X2	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:snx8_human(display_short)|psi-mi:Sorting nexin-8(display_long)|uniprotkb:SNX8(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P47914	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q6IPY3|uniprotkb:B2R4M8|uniprotkb:A8K0H3|ensembl:ENSP00000294189.4|ensembl:ENSP00000417048.1|ensembl:ENSP00000418153.1|ensembl:ENSP00000418346.1|ensembl:ENSP00000418868.1|ensembl:ENSP00000420673.1|intact:EBI-714039|uniprotkb:P47914	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl29_human(display_short)|psi-mi:60S ribosomal protein L29(display_long)|uniprotkb:RPL29(gene name)|uniprotkb:Large ribosomal subunit protein eL29(gene name synonym)|uniprotkb:Cell surface heparin-binding protein HIP(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P83436	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q6UWU7|ensembl:ENSP00000305442.5|intact:EBI-389534|uniprotkb:P83436	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:cog7_human(display_short)|psi-mi:Conserved oligomeric Golgi complex subunit 7(display_long)|uniprotkb:UNQ3082/PRO10013(orf name)|uniprotkb:Component of oligomeric Golgi complex 7(gene name synonym)|uniprotkb:COG7(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
uniprotkb:P10636-8	uniprotkb:P62899	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	intact:EBI-3867511|uniprotkb:B7Z4K2|uniprotkb:P12947|uniprotkb:Q53SQ5|uniprotkb:Q6LBJ6|uniprotkb:D3DVJ4|uniprotkb:Q6IRZ0|ensembl:ENSP00000264258.3|ensembl:ENSP00000386681.1|intact:EBI-1053664|uniprotkb:P62899	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl31_human(display_short)|psi-mi:60S ribosomal protein L31(display_long)|uniprotkb:RPL31(gene name)|uniprotkb:Large ribosomal subunit protein eL31(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20798291|imex:IM-26677-1	-
