# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P10636-8	uniprotkb:P61927	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:P02403|uniprotkb:Q6IBB4|uniprotkb:Q99883|uniprotkb:B2R4H2|ensembl:ENSP00000274242.5|intact:EBI-2105843|uniprotkb:P61927	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl37_human(display_short)|psi-mi:60S ribosomal protein L37(display_long)|uniprotkb:RPL37(gene name)|uniprotkb:G1.16(gene name synonym)|uniprotkb:Large ribosomal subunit protein eL37(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:Q6IPH7	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q6IPH7|intact:EBI-7813901|intact:MINT-4999879	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:q6iph7_human(display_short)|psi-mi:60S ribosomal protein L14(display_long)|uniprotkb:RPL14(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:Q9NY65	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	ensembl:ENSP00000333326.3|uniprotkb:B3KPW9|uniprotkb:Q2M3N4|uniprotkb:B2RCX2|uniprotkb:B4DWG3|intact:EBI-356246|uniprotkb:Q9NY65	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:tba8_human(display_short)|psi-mi:Tubulin alpha-8 chain(display_long)|uniprotkb:TUBA8(gene name)|uniprotkb:Tubulin alpha chain-like 2(gene name synonym)|uniprotkb:Alpha-tubulin 8(gene name synonym)|uniprotkb:TUBAL2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:E9PRG8	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	intact:EBI-21262272|uniprotkb:A0A0B4J220|ensembl:ENSP00000432523.2|intact:EBI-11324775|uniprotkb:E9PRG8	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:ck098_human(display_short)|psi-mi:Uncharacterized protein C11orf98(display_long)|uniprotkb:C11orf98(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:Q9BQE3	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	ensembl:ENSP00000301072.7|intact:EBI-1103245|uniprotkb:Q9BQE3	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:tba1c_human(display_short)|psi-mi:Tubulin alpha-1C chain(display_long)|uniprotkb:TUBA1C(gene name)|uniprotkb:Alpha-tubulin 6(gene name synonym)|uniprotkb:Tubulin alpha-6 chain(gene name synonym)|uniprotkb:TUBA6(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:Q9Y262	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q53HQ1|uniprotkb:Q53HT4|uniprotkb:Q5QTR1|uniprotkb:Q5TI15|uniprotkb:Q6ICD2|uniprotkb:B2RDG6|uniprotkb:B4DYB2|uniprotkb:G8JLH4|intact:EBI-10970119|ensembl:ENSP00000485663.1|ensembl:ENSP00000499067.1|intact:EBI-373519|uniprotkb:Q9Y262	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:eif3l_human(display_short)|psi-mi:Eukaryotic translation initiation factor 3 subunit L(display_long)|uniprotkb:EIF3L(gene name)|uniprotkb:Eukaryotic translation initiation factor 3 subunit E-interacting protein(gene name synonym)|uniprotkb:EIF3EIP(gene name synonym)|uniprotkb:MSTP005(orf name)|uniprotkb:Eukaryotic translation initiation factor 3 subunit 6-interacting protein(gene name synonym)|uniprotkb:EIF3S6IP(gene name synonym)|uniprotkb:HSPC025(orf name)|uniprotkb:HSPC021(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:P62269	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:P25232|uniprotkb:Q6IPF8|ensembl:ENSP00000211372.5|ensembl:ENSP00000393241.2|ensembl:ENSP00000403175.2|ensembl:ENSP00000412583.2|ensembl:ENSP00000416110.2|uniprotkb:Q5SUJ3|intact:EBI-352451|uniprotkb:P62269	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rs18_human(display_short)|psi-mi:40S ribosomal protein S18(display_long)|uniprotkb:RPS18(gene name)|uniprotkb:Small ribosomal subunit protein uS13(gene name synonym)|uniprotkb:Ke-3(gene name synonym)|uniprotkb:D6S218E(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:Q99436	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q96AG8|uniprotkb:Q9BWA7|uniprotkb:Q5TBG6|uniprotkb:B4E0P1|ensembl:ENSP00000259457.3|intact:EBI-603319|uniprotkb:Q99436	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:psb7_human(display_short)|psi-mi:Proteasome subunit beta type-7(display_long)|uniprotkb:PSMB7(gene name)|uniprotkb:Z(gene name synonym)|uniprotkb:Multicatalytic endopeptidase complex chain Z(gene name synonym)|uniprotkb:Macropain chain Z(gene name synonym)|uniprotkb:Proteasome subunit Z(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:P68366	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:A8MUB1|uniprotkb:P05215|ensembl:ENSP00000248437.4|uniprotkb:B3KNQ6|intact:EBI-11134566|intact:EBI-351772|uniprotkb:P68366	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:tba4a_human(display_short)|psi-mi:Tubulin alpha-4A chain(display_long)|uniprotkb:TUBA4A(gene name)|uniprotkb:TUBA1(gene name synonym)|uniprotkb:Tubulin H2-alpha(gene name synonym)|uniprotkb:Testis-specific alpha-tubulin(gene name synonym)|uniprotkb:Alpha-tubulin 1(gene name synonym)|uniprotkb:Tubulin alpha-1 chain(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:P16104	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q4ZGJ7|uniprotkb:Q6IAS5|ensembl:ENSP00000364310.1|ensembl:ENSP00000434024.1|intact:EBI-494830|uniprotkb:P16104	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:h2ax_human(display_short)|psi-mi:Histone H2AX(display_long)|uniprotkb:H2AX(gene name)|uniprotkb:Histone H2A.X(gene name synonym)|uniprotkb:H2AFX(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:Q02878	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q2M3Q3|uniprotkb:Q8WW97|ensembl:ENSP00000202773.9|ensembl:ENSP00000403172.2|intact:EBI-359655|uniprotkb:Q02878	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:rl6_human(display_short)|psi-mi:60S ribosomal protein L6(display_long)|uniprotkb:RPL6(gene name)|uniprotkb:Large ribosomal subunit protein eL6(gene name synonym)|uniprotkb:Neoplasm-related protein C140(gene name synonym)|uniprotkb:Tax-responsive enhancer element-binding protein 107(gene name synonym)|uniprotkb:TXREB1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:Q9UQ80	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q9UM59|uniprotkb:O43846|ensembl:ENSP00000302886.6|intact:EBI-924893|uniprotkb:Q9UQ80	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:pa2g4_human(display_short)|psi-mi:Proliferation-associated protein 2G4(display_long)|uniprotkb:PA2G4(gene name)|uniprotkb:EBP1(gene name synonym)|uniprotkb:ErbB3-binding protein 1(gene name synonym)|uniprotkb:Cell cycle protein p38-2G4 homolog(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799352|imex:IM-26677-5	-
uniprotkb:P10636-8	uniprotkb:Q15393	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:Q6NTI8|uniprotkb:Q96GC0|uniprotkb:Q9BPY2|uniprotkb:Q9UFX7|uniprotkb:Q9UJ29|ensembl:ENSP00000305790.5|intact:EBI-346977|uniprotkb:Q15393	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:sf3b3_human(display_short)|psi-mi:Splicing factor 3B subunit 3(display_long)|uniprotkb:SF3B3(gene name)|uniprotkb:STAF130(gene name synonym)|uniprotkb:Pre-mRNA-splicing factor SF3b 130 kDa subunit(gene name synonym)|uniprotkb:Spliceosome-associated protein 130(gene name synonym)|uniprotkb:SAP130(gene name synonym)|uniprotkb:KIAA0017(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
uniprotkb:P10636-8	uniprotkb:P49721	ensembl:ENSP00000303214.7|ensembl:ENSP00000460965.1|ensembl:ENSP00000477703.1|ensembl:ENSP00000484491.1|ensembl:ENSP00000487819.1|intact:EBI-7470331|intact:MINT-134477|intact:EBI-7470384|intact:EBI-7638179|intact:EBI-7638125|intact:EBI-7638230|intact:EBI-7638364|intact:EBI-7961077|intact:EBI-7470086|intact:EBI-7637965|intact:EBI-7638329|intact:EBI-7470156|intact:EBI-7470185|intact:EBI-7470243|intact:EBI-7638049|intact:EBI-7470111|intact:EBI-7637861|intact:EBI-366233|uniprotkb:P10636-8	uniprotkb:P31145|uniprotkb:Q9BWZ9|uniprotkb:D3DPS0|ensembl:ENSP00000362334.3|intact:EBI-359335|uniprotkb:P49721	psi-mi:p10636-8(display_short)|psi-mi:Microtubule-associated protein tau(display_long)|uniprotkb:Tau-4(isoform synonym)|uniprotkb:MAPTL(gene name synonym)|uniprotkb:MTBT1(gene name synonym)|uniprotkb:TAU(gene name synonym)|uniprotkb:Neurofibrillary tangle protein(gene name synonym)|uniprotkb:Paired helical filament-tau(gene name synonym)|uniprotkb:2N4R(isoform synonym)|uniprotkb:MAPT(gene name)	psi-mi:psb2_human(display_short)|psi-mi:Proteasome subunit beta type-2(display_long)|uniprotkb:PSMB2(gene name)|uniprotkb:Macropain subunit C7-I(gene name synonym)|uniprotkb:Proteasome component C7-I(gene name synonym)|uniprotkb:Multicatalytic endopeptidase complex subunit C7-I(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Gunawardana CG. et al.(2015)	intact:EBI-20798276|pubmed:26269332|imex:IM-26677	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20799058|imex:IM-26677-3	-
